Padrón de Mercaderías;;;;;;
;;;;;;
Fecha de Emision: 26/11/2025 Hora: 10:16;;;;;;
Estados: Activa;;;;;;
Incluyendo Mercaderías sin Fabricante;;;;;;
;;;;;;
Código;Código de Barras;Nombre;Unidad Base;Fabricante;Marca;Tipo Producto
PI-DEX4XLLET;PI-DEX4XLLET;CAPA DEXTER PICARDIA 4XL - LETRAS;;PICARDIA;PICARDIA;Mercadería / Simple
PI-DEXTERCE4XL;PI-DEXTERCE4XL;CAPA DEXTER PICARDIA CELESTE - 4XL;;PICARDIA;PICARDIA;Mercadería / Simple
PI-DEXTERCE5XL;PI-DEXTERCE5XL;CAPA DEXTER PICARDIA CELESTE - 5XL;;PICARDIA;PICARDIA;Mercadería / Simple
PI-DEXTERGR5XL;PI-DEXTERGR5XL;CAPA DEXTER PICARDIA GRIS - 5XL;;PICARDIA;PICARDIA;Mercadería / Simple
PI-DEXTERPL5XL;PI-DEXTERPL5XL;CAPA DEXTER PICARDIA PLATEADA - 5XL;;PICARDIA;PICARDIA;Mercadería / Simple
PI-IDEF2XLAZU;PI-IDEF2XLAZU;CANGURO IDEFIX PICARDIA 2XL - AZUL;;PICARDIA;PICARDIA;Mercadería / Simple
PI-IDEF3XLAZU;PI-IDEF3XLAZU;CANGURO IDEFIX PICARDIA 3XL - AZUL;;PICARDIA;PICARDIA;Mercadería / Simple
PI-IDEF3XLROS;PI-IDEF3XLROS;CANGURO IDEFIX PICARDIA 3XL - ROSA;;PICARDIA;PICARDIA;Mercadería / Simple
PI-IDEF4XLAZU;PI-IDEF4XLAZU;CANGURO IDEFIX PICARDIA 4XL - AZUL;;PICARDIA;PICARDIA;Mercadería / Simple
PI-IDEF4XLBOR;PI-IDEF4XLBOR;CANGURO IDEFIX PICARDIA 4XL - BORDÓ;;PICARDIA;PICARDIA;Mercadería / Simple
PI-IDEFLAZU;PI-IDEFLAZU;CANGURO IDEFIX PICARDIA L - AZUL;;PICARDIA;PICARDIA;Mercadería / Simple
PI-IDEFLROS;PI-IDEFLROS;CANGURO IDEFIX PICARDIA L - ROSA;;PICARDIA;PICARDIA;Mercadería / Simple
PI-IDEFMAZU;PI-IDEFMAZU;CANGURO IDEFIX PICARDIA M - AZUL;;PICARDIA;PICARDIA;Mercadería / Simple
PI-IDEFMBOR;PI-IDEFMBOR;CANGURO IDEFIX PICARDIA M - BORDÓ;;PICARDIA;PICARDIA;Mercadería / Simple
PI-IDEFXLAZU;PI-IDEFXLAZU;CANGURO IDEFIX PICARDIA XL - AZUL;;PICARDIA;PICARDIA;Mercadería / Simple
PI-IDEFXLROS;PI-IDEFXLROS;CANGURO IDEFIX PICARDIA XL - ROSA;;PICARDIA;PICARDIA;Mercadería / Simple
PI-MILOANL;PI-MILOANL;PIJAMA MILO PICARDIA ANIMALES - L;;PICARDIA;PICARDIA;Mercadería / Simple
PI-MILOANM;PI-MILOANM;PIJAMA MILO PICARDIA ANIMALES - M;;PICARDIA;PICARDIA;Mercadería / Simple
PI-MILOANS;PI-MILOANS;PIJAMA MILO PICARDIA ANIMALES - S;;PICARDIA;PICARDIA;Mercadería / Simple
PI-MILOANXL;PI-MILOANXL;PIJAMA MILO PICARDIA ANIMALES - XL;;PICARDIA;PICARDIA;Mercadería / Simple
PI-MILOAVM;PI-MILOAVM;PIJAMA MILO PICARDIA AVIONES - M;;PICARDIA;PICARDIA;Mercadería / Simple
PI-MILOAVXL;PI-MILOAVXL;PIJAMA MILO PICARDIA AVIONES - XL;;PICARDIA;PICARDIA;Mercadería / Simple
PI-MILODIL;PI-MILODIL;PIJAMA MILO PICARDIA DINO - L;;PICARDIA;PICARDIA;Mercadería / Simple
PI-MILODIM;PI-MILODIM;PIJAMA MILO PICARDIA DINO - M;;PICARDIA;PICARDIA;Mercadería / Simple
PI-MILODIS;PI-MILODIS;PIJAMA MILO PICARDIA DINO - S;;PICARDIA;PICARDIA;Mercadería / Simple
PI-MILODIXL;PI-MILODIXL;PIJAMA MILO PICARDIA DINO - XL;;PICARDIA;PICARDIA;Mercadería / Simple
PI-MILOJIM;PI-MILOJIM;PIJAMA MILO PICARDIA JIRAFAS - M;;PICARDIA;PICARDIA;Mercadería / Simple
PI-MILOMOXL;PI-MILOMOXL;PIJAMA MILO PICARDIA MONOS - XL;;PICARDIA;PICARDIA;Mercadería / Simple
PI-MILOPAL;PI-MILOPAL;PIJAMA MILO PICARDIA PATOS - L;;PICARDIA;PICARDIA;Mercadería / Simple
PI-MILOPAXS;PI-MILOPAXS;PIJAMA MILO PICARDIA PATOS - XS;;PICARDIA;PICARDIA;Mercadería / Simple
PI-MUFA3XLNEG;PI-MUFA3XLNEG;CHALECO MUFASA PICARDIA 3XL - NEGRO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-MUFA3XLPLA;PI-MUFA3XLPLA;CHALECO MUFASA PICARDIA 3XL - PLATEADO/NEGRO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-MUFA4XLNEG;PI-MUFA4XLNEG;CHALECO MUFASA PICARDIA 4XL - NEGRO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-MUFA4XLPLA;PI-MUFA4XLPLA;CHALECO MUFASA PICARDIA 4XL - PLATEADO/NEGRO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-MUFA5XLNEG;PI-MUFA5XLNEG;CHALECO MUFASA PICARDIA 5XL - NEGRO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-MUFA5XLPLA;PI-MUFA5XLPLA;CHALECO MUFASA PICARDIA 5XL - PLATEADO/NEGRO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PERRYBEL;PI-PERRYBEL;BUZO PERRY PICARDIA BEIGE - L;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PERRYBEM;PI-PERRYBEM;BUZO PERRY PICARDIA BEIGE - M;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PERRYGR2XL;PI-PERRYGR2XL;BUZO PERRY PICARDIA GRIS - 2XL;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PERRYGRL;PI-PERRYGRL;BUZO PERRY PICARDIA GRIS - L;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PERRYGRS;PI-PERRYGRS;BUZO PERRY PICARDIA GRIS - S;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PERRYL;PI-PERRYL;CAMPERA IVAN PICARDIA - L;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PERRYROL;PI-PERRYROL;BUZO PERRY PICARDIA ROSA - L;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PERRYROM;PI-PERRYROM;BUZO PERRY PICARDIA ROSA - M;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PERRYROS;PI-PERRYROS;BUZO PERRY PICARDIA ROSA - S;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PERRYXL;PI-PERRYXL;CAMPERA IVAN PICARDIA - XL;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PLUTOAM3XL;PI-PLUTOAM3XL;CAPA PLUTO PICARDIA 3XL - AMARILLA;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PLUTOAML;PI-PLUTOAML;CAPA PLUTO PICARDIA L - AMARILLA;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PLUTOAMXL;PI-PLUTOAMXL;CAPA PLUTO PICARDIA AMARILLO - XL;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PLUTOAZL;PI-PLUTOAZL;CAPA PLUTO PICARDIA L - AZUL;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PLUTORO2XL;PI-PLUTORO2XL;CAPA PLUTO PICARDIA ROJO - 2XL;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PLUTORO3XL;PI-PLUTORO3XL;CAPA PLUTO PICARDIA 3XL - ROJA;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PLUTOROL;PI-PLUTOROL;CAPA PLUTO PICARDIA ROJO - L;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PLUTOROXL;PI-PLUTOROXL;CAPA PLUTO PICARDIA ROJO - XL;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PUM2XLNAR;PI-PUM2XLNAR;CHALECO PUMBA PICARDIA 2XL - NARANJA/NEGRO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PUM2XLPLA;PI-PUM2XLPLA;CHALECO PUMBA PICARDIA 2XL - PLATEADO/AMARILLO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PUM2XLROS;PI-PUM2XLROS;CHALECO PUMBA PICARDIA 2XL - ROSA;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PUMLNAR;PI-PUMLNAR;CHALECO PUMBA PICARDIA L - NARANJA/NEGRO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PUMLPLA;PI-PUMLPLA;CHALECO PUMBA PICARDIA L - PLATEADO/AMARILLO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PUMLROS;PI-PUMLROS;CHALECO PUMBA PICARDIA L - ROSA;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PUMMNAR;PI-PUMMNAR;CHALECO PUMBA PICARDIA M - NARANJA/NEGRO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PUMMPLA;PI-PUMMPLA;CHALECO PUMBA PICARDIA M - PLATEADO/AMARILLO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PUMSPLA;PI-PUMSPLA;CHALECO PUMBA PICARDIA S - PLATEADO/AMARILLO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PUMSROS;PI-PUMSROS;CHALECO PUMBA PICARDIA S - ROSA;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PUMXLNAR;PI-PUMXLNAR;CHALECO PUMBA PICARDIA XL - NARANJA/NEGRO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PUMXLPLA;PI-PUMXLPLA;CHALECO PUMBA PICARDIA XL - PLATEADO/AMARILLO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-PUMXLROS;PI-PUMXLROS;CHALECO PUMBA PICARDIA XL - ROSA;;PICARDIA;PICARDIA;Mercadería / Simple
PI-RED2XLAMA;PI-RED2XLAMA;CANGURO RED PICARDIA 2XL - AMARILLO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-RED2XLGRI;PI-RED2XLGRI;CANGURO RED PICARDIA 2XL - GRIS;;PICARDIA;PICARDIA;Mercadería / Simple
PI-RED2XLROJ;PI-RED2XLROJ;CANGURO RED PICARDIA 2XL - ROJO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-RED3XLAMA;PI-RED3XLAMA;CANGURO RED PICARDIA 3XL - AMARILLO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-RED3XLGRI;PI-RED3XLGRI;CANGURO RED PICARDIA 3XL - GRIS;;PICARDIA;PICARDIA;Mercadería / Simple
PI-RED3XLROJ;PI-RED3XLROJ;CANGURO RED PICARDIA 3XL - ROJO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-RED4XLAMA;PI-RED4XLAMA;CANGURO RED PICARDIA 4XL - AMARILLO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-RED4XLGRI;PI-RED4XLGRI;CANGURO RED PICARDIA 4XL - GRIS;;PICARDIA;PICARDIA;Mercadería / Simple
PI-RED4XLROJ;PI-RED4XLROJ;CANGURO RED PICARDIA 4XL - ROJO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-SPI2XLROJ;PI-SPI2XLROJ;CHALECO SPIRIT PICARDIA 2XL - ROJO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-SPI2XLVER;PI-SPI2XLVER;CHALECO SPIRIT PICARDIA 2XL - VERDE;;PICARDIA;PICARDIA;Mercadería / Simple
PI-SPILROJ;PI-SPILROJ;CHALECO SPIRIT PICARDIA L - ROJO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-SPILVER;PI-SPILVER;CHALECO SPIRIT PICARDIA L - VERDE;;PICARDIA;PICARDIA;Mercadería / Simple
PI-SPIXLROJ;PI-SPIXLROJ;CHALECO SPIRIT PICARDIA XL - ROJO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-SPIXLVER;PI-SPIXLVER;CHALECO SPIRIT PICARDIA XL - VERDE;;PICARDIA;PICARDIA;Mercadería / Simple
PI-TOG2XLGRI;PI-TOG2XLGRI;SWEATER TOGO PICARDIA 2XL - GRIS;;PICARDIA;PICARDIA;Mercadería / Simple
PI-TOG2XLMOS;PI-TOG2XLMOS;SWEATER TOGO PICARDIA 2XL - MOSTAZA;;PICARDIA;PICARDIA;Mercadería / Simple
PI-TOG2XLNAR;PI-TOG2XLNAR;SWEATER TOGO PICARDIA 2XL - NARANJA;;PICARDIA;PICARDIA;Mercadería / Simple
PI-TOG2XLVER;PI-TOG2XLVER;SWEATER TOGO PICARDIA 2XL - VERDE;;PICARDIA;PICARDIA;Mercadería / Simple
PI-TOGLGRI;PI-TOGLGRI;SWEATER TOGO PICARDIA L - GRIS;;PICARDIA;PICARDIA;Mercadería / Simple
PI-TOGLMOS;PI-TOGLMOS;SWEATER TOGO PICARDIA L - MOSTAZA;;PICARDIA;PICARDIA;Mercadería / Simple
PI-TOGLNAR;PI-TOGLNAR;SWEATER TOGO PICARDIA L - NARANJA;;PICARDIA;PICARDIA;Mercadería / Simple
PI-TOGLVER;PI-TOGLVER;SWEATER TOGO PICARDIA L - VERDE;;PICARDIA;PICARDIA;Mercadería / Simple
PI-TOGMGRI;PI-TOGMGRI;SWEATER TOGO PICARDIA M - GRIS;;PICARDIA;PICARDIA;Mercadería / Simple
PI-TOGMNAR;PI-TOGMNAR;SWEATER TOGO PICARDIA M - NARANJA;;PICARDIA;PICARDIA;Mercadería / Simple
PI-TOGSGRI;PI-TOGSGRI;SWEATER TOGO PICARDIA S - GRIS;;PICARDIA;PICARDIA;Mercadería / Simple
PI-TOGSMOS;PI-TOGSMOS;SWEATER TOGO PICARDIA S - MOSTAZA;;PICARDIA;PICARDIA;Mercadería / Simple
PI-TOGSNAR;PI-TOGSNAR;SWEATER TOGO PICARDIA S - NARANJA;;PICARDIA;PICARDIA;Mercadería / Simple
PI-TOGSVER;PI-TOGSVER;SWEATER TOGO PICARDIA S - VERDE;;PICARDIA;PICARDIA;Mercadería / Simple
PI-TOGXLGRI;PI-TOGXLGRI;SWEATER TOGO PICARDIA XL - GRIS;;PICARDIA;PICARDIA;Mercadería / Simple
PI-TOGXLMOS;PI-TOGXLMOS;SWEATER TOGO PICARDIA XL - MOSTAZA;;PICARDIA;PICARDIA;Mercadería / Simple
PI-TOGXLNAR;PI-TOGXLNAR;SWEATER TOGO PICARDIA XL - NARANJA;;PICARDIA;PICARDIA;Mercadería / Simple
PI-TOGXLVER;PI-TOGXLVER;SWEATER TOGO PICARDIA XL - VERDE;;PICARDIA;PICARDIA;Mercadería / Simple
PI-TOGXSGRI;PI-TOGXSGRI;SWEATER TOGO PICARDIA XS - GRIS;;PICARDIA;PICARDIA;Mercadería / Simple
PI-TOGXSMOS;PI-TOGXSMOS;SWEATER TOGO PICARDIA XS - MOSTAZA;;PICARDIA;PICARDIA;Mercadería / Simple
PIBUTA2XLAN;PIBUTA2XLAN;BUZO TAZZ PICARDIA 2XL - ANIMAL PRINT;;PICARDIA;PICARDIA;Mercadería / Simple
PIBUTA2XLCE;PIBUTA2XLCE;BUZO TAZZ PICARDIA 2XL - CELESTE;;PICARDIA;PICARDIA;Mercadería / Simple
PIBUTA2XLRO;PIBUTA2XLRO;BUZO TAZZ PICARDIA 2XL - ROSA;;PICARDIA;PICARDIA;Mercadería / Simple
PIBUTALAN;PIBUTALAN;BUZO TAZZ PICARDIA L - ANIMAL PRINT;;PICARDIA;PICARDIA;Mercadería / Simple
PIBUTALCE;PIBUTALCE;BUZO TAZZ PICARDIA L - CELESTE;;PICARDIA;PICARDIA;Mercadería / Simple
PIBUTAXLCE;PIBUTAXLCE;BUZO TAZZ PICARDIA XL - CELESTE;;PICARDIA;PICARDIA;Mercadería / Simple
PIBUTAXLRO;PIBUTAXLRO;BUZO TAZZ PICARDIA XL - ROSA;;PICARDIA;PICARDIA;Mercadería / Simple
PICABA2XLNA;PICABA2XLNA;CAMISA BANDIDO PICARDIA 2XL - NARANJA;;PICARDIA;PICARDIA;Mercadería / Simple
PICABA2XLVE;PICABA2XLVE;CAMISA BANDIDO PICARDIA 2XL - VERDE;;PICARDIA;PICARDIA;Mercadería / Simple
PICABALNA;PICABALNA;CAMISA BANDIDO PICARDIA L - NARANJA;;PICARDIA;PICARDIA;Mercadería / Simple
PICABALNE;PICABALNE;CAMISA BANDIDO PICARDIA L - NEGRO;;PICARDIA;PICARDIA;Mercadería / Simple
PICABALVE;PICABALVE;CAMISA BANDIDO PICARDIA L - VERDE;;PICARDIA;PICARDIA;Mercadería / Simple
PICABAMNA;PICABAMNA;CAMISA BANDIDO PICARDIA M - NARANJA;;PICARDIA;PICARDIA;Mercadería / Simple
PICABAMNE;PICABAMNE;CAMISA BANDIDO PICARDIA M - NEGRO;;PICARDIA;PICARDIA;Mercadería / Simple
PICABASVE;PICABASVE;CAMISA BANDIDO PICARDIA S - VERDE;;PICARDIA;PICARDIA;Mercadería / Simple
PICABAXLNA;PICABAXLNA;CAMISA BANDIDO PICARDIA XL - NARANJA;;PICARDIA;PICARDIA;Mercadería / Simple
PICABAXLNE;PICABAXLNE;CAMISA BANDIDO PICARDIA XL - NEGRO;;PICARDIA;PICARDIA;Mercadería / Simple
PICABAXLVE;PICABAXLVE;CAMISA BANDIDO PICARDIA XL - VERDE;;PICARDIA;PICARDIA;Mercadería / Simple
PIMUOT2XL;PIMUOT2XL;MUSCULOSA OTTO PICARDIA 2XL;;PICARDIA;PICARDIA;Mercadería / Simple
PIMUOT3XL;PIMUOT3XL;MUSCULOSA OTTO PICARDIA 3XL;;PICARDIA;PICARDIA;Mercadería / Simple
PIMUOT4XL;PIMUOT4XL;MUSCULOSA OTTO PICARDIA 4XL;;PICARDIA;PICARDIA;Mercadería / Simple
PIMUOTL;PIMUOTL;MUSCULOSA OTTO PICARDIA L;;PICARDIA;PICARDIA;Mercadería / Simple
PIMUOTXL;PIMUOTXL;MUSCULOSA OTTO PICARDIA XL;;PICARDIA;PICARDIA;Mercadería / Simple
PJ-PM-BB-25;9330725085985;CAMPERA REVERSIBLE RED DINGO 25 CM GRIS/NEGRA - PJ-PM-BB-25;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-BB-30;9330725085992;CAMPERA REVERSIBLE RED DINGO 30 CM GRIS/NEGRA - PJ-PM-BB-30;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-BB-35;9330725086005;CAMPERA REVERSIBLE RED DINGO 35 CM GRIS/NEGRA - PJ-PM-BB-35;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-BB-40;9330725086012;CAMPERA REVERSIBLE RED DINGO 40 CM GRIS/NEGRA - PJ-PM-BB-40;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-BB-45;9330725086029;CAMPERA REVERSIBLE RED DINGO 45 CM GRIS/NEGRA - PJ-PM-BB-45;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-BB-50;9330725086036;CAMPERA REVERSIBLE RED DINGO 50 CM GRIS/NEGRA - PJ-PM-BB-50;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-BB-55;9330725086043;CAMPERA REVERSIBLE RED DINGO 55 CM GRIS/NEGRA - PJ-PM-BB-55;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-BB-60;9330725086050;CAMPERA REVERSIBLE RED DINGO 60 CM GRIS/NEGRA - PJ-PM-BB-60;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-BB-70;9330725086074;CAMPERA REVERSIBLE RED DINGO 70 CM GRIS/NEGRA - PJ-PM-BB-70;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-DB-30;9330725085596;CAMPERA REVERSIBLE RED DINGO 30 CM AZUL/TURQUESA - PJ-PM-DB-30;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-DB-35;9330725085602;CAMPERA REVERSIBLE RED DINGO 35 CM AZUL/TURQUESA - PJ-PM-DB-35;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-DB-40;9330725085619;CAMPERA REVERSIBLE RED DINGO 40 CM AZUL/TURQUESA - PJ-PM-DB-40;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-DB-45;9330725085626;CAMPERA REVERSIBLE RED DINGO 45 CM AZUL/TURQUESA - PJ-PM-DB-45;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-DB-50;9330725085633;CAMPERA REVERSIBLE RED DINGO 50 CM AZUL/TURQUESA - PJ-PM-DB-50;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-DB-55;9330725085640;CAMPERA REVERSIBLE RED DINGO 55 CM AZUL/TURQUESA - PJ-PM-DB-55;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-DB-60;9330725085657;CAMPERA REVERSIBLE RED DINGO 60 CM AZUL/TURQUESA - PJ-PM-DB-60;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-DB-70;9330725085671;CAMPERA REVERSIBLE RED DINGO 70 CM AZUL/TURQUESA - PJ-PM-DB-70;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-GR-30;9330725086098;CAMPERA REVERSIBLE RED DINGO 30 CM VERDE/LIMA - PJ-PM-GR-30;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-GR-35;9330725086104;CAMPERA REVERSIBLE RED DINGO 35 CM VERDE/LIMA - PJ-PM-GR-35;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-GR-40;9330725086111;CAMPERA REVERSIBLE RED DINGO 40 CM VERDE/LIMA - PJ-PM-GR-40;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-GR-45;9330725086128;CAMPERA REVERSIBLE RED DINGO 45 CM VERDE/LIMA - PJ-PM-GR-45;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-PU-25;9330725085688;CAMPERA REVERSIBLE RED DINGO 25 CM VIOLETA/ROSA - PJ-PM-PU-25;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-PU-30;9330725085695;CAMPERA REVERSIBLE RED DINGO 30 CM VIOLETA/ROSA - PJ-PM-PU-30;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-PU-35;9330725085701;CAMPERA REVERSIBLE RED DINGO 35 CM VIOLETA/ROSA - PJ-PM-PU-35;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-PU-40;9330725085718;CAMPERA REVERSIBLE RED DINGO 40 CM VIOLETA/ROSA - PJ-PM-PU-40;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-PU-45;9330725085725;CAMPERA REVERSIBLE RED DINGO 45 CM VIOLETA/ROSA - PJ-PM-PU-45;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-PU-50;9330725085732;CAMPERA REVERSIBLE RED DINGO 50 CM VIOLETA/ROSA - PJ-PM-PU-50;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-PU-55;9330725085749;CAMPERA REVERSIBLE RED DINGO 55 CM VIOLETA/ROSA - PJ-PM-PU-55;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-PU-60;9330725085756;CAMPERA REVERSIBLE RED DINGO 60 CM VIOLETA/ROSA - PJ-PM-PU-60;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-PU-70;9330725085770;CAMPERA REVERSIBLE RED DINGO 70 CM VIOLETA/ROSA - PJ-PM-PU-70;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-RE-30;9330725085794;CAMPERA REVERSIBLE RED DINGO 30 CM ROJO/NARANJA - PJ-PM-RE-30;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-RE-35;9330725085800;CAMPERA REVERSIBLE RED DINGO 35 CM ROJO/NARANJA - PJ-PM-RE-35;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-RE-40;9330725085817;CAMPERA REVERSIBLE RED DINGO 40 CM ROJO/NARANJA - PJ-PM-RE-40;;RED DINGO;DINGO;Mercadería / Simple
PJ-PM-RE-45;9330725085824;DINGO Puffer Jacket Red / Orange 45cm Red / Orange 45;;SUCAN;DINGO;Mercadería / Simple
PJ-PM-RE-45R;9330725085824;CAMPERA REVERSIBLE RED DINGO 45 CM ROJO/NARANJA - PJ-PM-RE-45;;RED DINGO;DINGO;Mercadería / Simple
PLAGAS;;MANTENIMIENTO MONTEVIDEO PLAGAS;;;;Cuenta Operativa / Gastos Varios
PMT020001B;7898939952759;MATISSE GATO CACHORRO 2 KG;;FARMINA;MATISSE ;Mercadería / Simple
PMT020005B;7898939952704;MATISSE GATO CASTRADO - SALMON - 2 KG;;FARMINA;MATISSE ;Mercadería / Simple
PMT075001B;7898939952797;MATISSE GATO CACHORRO 7.5 KG;;FARMINA;MATISSE ;Mercadería / Simple
PMT075003B;7898939952117;MATISSE GATO ADULTO - SALMON - 7.5 KG;;FARMINA;MATISSE ;Mercadería / Simple
PMT075004B;7898939952148;MATISSE GATO CASTRADO - POLLO - 7.5 KG;;FARMINA;MATISSE ;Mercadería / Simple
PMT075005B;7898939952711;MATISSE GATO CASTRADO - SALMON - 7.5 KG;;FARMINA;MATISSE ;Mercadería / Simple
PMT075006B;7898939952957;MATISSE GATO CASTRADO - CORDERO - 7.5 KG;;FARMINA;MATISSE ;Mercadería / Simple
PP008;7908414426863;JUGUETE INTERACTIVO GATO CRAZY DONUT MIMO - PP008 *discontinuado*;;DISTRICOMP;MIMO;Mercadería / Simple
PP013;7908414435995;TOALLITAS HUMEDAS BLUE 50 UNIDADES - PP013 *discontinuado*;;DISTRICOMP;BLUE;Mercadería / Simple
PP014;7908414430006;FUENTE DE AGUA MIMO TECH BREEZE - PP014 *discontinuado*;;DISTRICOMP;MIMO;Mercadería / Simple
PP018;7908414417212;PAÑALES MIMO 4 UNIDADES 60X90 - PP018;;DISTRICOMP;MIMO;Mercadería / Simple
PP028;7908414408562;CORREA RETRACTIL MIMO CINTA 5 M/18 KG ROJA - PP028;;DISTRICOMP;MIMO;Mercadería / Simple
PP030;7908414408593;CORREA RETRACTIL MIMO CINTA 3M/8 KG - PP030;;DISTRICOMP;MIMO;Mercadería / Simple
PP031;;CORREA RETRACTIL MIMO CINTA 2.5 M/8 KG ROJA - PP031;;DISTRICOMP;MIMO;Mercadería / Simple
PP032;7908414408517;CORREA RETRACTIL MIMO CINTA 4M/12 KG - PP032;;DISTRICOMP;MIMO;Mercadería / Simple
PP034;7908414408531;CORREA RETRACTIL MIMO CINTA 5M/20 KG - PP034;;DISTRICOMP;MIMO;Mercadería / Simple
PP036;7908414408500;CORREA RETRACTIL MIMO CINTA 5M/50 KG - PP036;;DISTRICOMP;MIMO;Mercadería / Simple
PP039;;CORREA RETRACTIL MIMO CINTA 5 M/40 KG NEGRA - PP039;;DISTRICOMP;MIMO;Mercadería / Simple
PP040;7908414436565;CARRITO PARA MASCOTAS FISHER PRICE - PP040;;DISTRICOMP;FISHER PRICE;Mercadería / Simple
PP052;7908414440203;CORREA MANOS LIBRES MIMO - PP052;;DISTRICOMP;MIMO;Mercadería / Simple
PP062;7908414442504;CORREA AMORTIGUADORA MIMO 25/120 ROSA - PP062;;DISTRICOMP;MIMO;Mercadería / Simple
PP063;7908414442511;CORREA AMORTIGUADORA MIMO 25/120 VERDE - PP063;;DISTRICOMP;MIMO;Mercadería / Simple
PP064;7908414442528;CORREA AMORTIGUADORA MIMO 25/120 NEGRO - PP064;;DISTRICOMP;MIMO;Mercadería / Simple
PP100;7908414404397;BOLA DE HILO MIMO AMARILLA 6.4 CM - PP100;;DISTRICOMP;MIMO;Mercadería / Simple
